celltype,arm,gene,n_peaks,lfc_atac,lfc_rna,padj_rna,rna_hit,concord
Astro,all_donors,ISG15,5,-0.01755,0.18316,0.9008186109444148,False,False
Astro,all_donors,AGRN,1,-0.04132,0.07489,0.9587688417484072,False,False
Astro,all_donors,VWA1,3,0.02252,0.19733,0.8606753552723297,False,True
Astro,all_donors,MMEL1,1,0.00292,1.39684,,False,True
Astro,all_donors,MEGF6,25,0.03422,1.14124,0.3873790927767683,False,True
Astro,all_donors,TNFRSF25,1,0.31572,-0.50693,0.7693870171843106,False,False
Astro,all_donors,CORT,1,-0.16657,0.30285,,False,False
Astro,all_donors,ANGPTL7,2,-0.51905,0.08494,,False,False
Astro,all_donors,DRAXIN,2,0.32892,1.68929,,False,True
Astro,all_donors,NPPA,2,-0.26089,0.59955,,False,False
Astro,all_donors,TNFRSF1B,2,-0.05533,0.17591,0.9451818298845536,False,False
Astro,all_donors,CELA2B,1,0.13541,0.36756,0.8536754503100814,False,True
Astro,all_donors,NBL1,14,-0.2549,-0.10593,0.91863794422707,False,True
Astro,all_donors,PLA2G5,1,-0.29496,-0.86952,0.3153971913192685,False,True
Astro,all_donors,PLA2G2C,2,-0.37396,-0.08287,,False,True
Astro,all_donors,VWA5B1,2,0.04958,-0.34171,,False,False
Astro,all_donors,HSPG2,2,-0.02496,-0.3107,0.8005333952690744,False,True
Astro,all_donors,WNT4,1,0.40928,0.61347,,False,True
Astro,all_donors,C1QA,2,-0.51985,1.53968,0.6514601718557442,False,False
Astro,all_donors,C1QC,3,0.14932,0.87531,0.7974236385706738,False,True
Astro,all_donors,C1QB,3,0.24897,1.37125,0.6137389876523864,False,True
Astro,all_donors,COL16A1,3,0.11698,0.13581,0.8937485246753931,False,True
Astro,all_donors,ADGRB2,5,0.16671,-0.34606,0.638277787867011,False,False
Astro,all_donors,FNDC5,2,-0.20954,-0.65632,0.3608249525712216,False,True
Astro,all_donors,COL8A2,7,-0.06391,1.97074,,False,False
Astro,all_donors,CSF3R,1,-0.18111,-0.69719,0.7872643998390298,False,True
Astro,all_donors,EPHA10,3,-0.41069,-1.09098,,False,True
Astro,all_donors,BMP8A,3,-0.60104,-0.27033,,False,True
Astro,all_donors,BMP8B,2,-0.34017,-0.01638,,False,True
Astro,all_donors,PPT1,6,-0.0024,0.10476,0.8961354658979104,False,False
Astro,all_donors,COL9A2,1,0.14366,0.68376,0.4680949488297578,False,True
Astro,all_donors,YBX1,1,0.06796,0.12184,0.8430410233507193,False,True
Astro,all_donors,P3H1,1,-0.00863,-0.29431,0.735562152506883,False,True
Astro,all_donors,SVBP,1,0.10863,0.10374,0.9451818298845536,False,True
Astro,all_donors,ST3GAL3,7,0.0437,-0.01114,0.9890472449310118,False,False
Astro,all_donors,SPATA6,1,-0.07562,-0.21109,0.6862253796334,False,True
Astro,all_donors,GPX7,1,-0.06472,-0.0831,0.9617205908584252,False,True
Astro,all_donors,PODN,1,-0.02148,1.42482,0.2383882758507339,False,False
Astro,all_donors,LRP8,1,-0.06842,-0.49184,0.1873895670618255,False,True
Astro,all_donors,SSBP3-AS1,1,-0.18068,-0.63707,,False,True
Astro,all_donors,LEPR,20,0.04112,-0.1478,0.9024643135552328,False,False
Astro,all_donors,CCN1,2,0.10724,1.11624,0.25876937122106,False,True
Astro,all_donors,COL24A1,1,-0.3152,-0.14113,0.9382637485700968,False,True
Astro,all_donors,CLCA4,1,0.05321,0.01087,,False,True
Astro,all_donors,GBP1,1,0.21948,1.31234,0.2603952569373993,False,True
Astro,all_donors,TGFBR3,9,0.00775,0.13675,0.8317105828938055,False,True
Astro,all_donors,F3,2,0.01685,0.09862,0.9424325982527793,False,True
Astro,all_donors,VCAM1,2,0.02045,0.9858,0.4860450210010446,False,True
Astro,all_donors,EXTL2,1,-0.13254,0.01926,0.9789888676906592,False,False
Astro,all_donors,OLFM3,25,-0.50815,-1.15719,0.3838505838867324,False,True
Astro,all_donors,COL11A1,1,0.00926,-0.46515,0.5051498480615478,False,False
Astro,all_donors,AMY2B,3,-0.22518,-0.03806,0.9740063566592082,False,True
Astro,all_donors,AMY2A,1,-0.31927,-0.73061,,False,True
Astro,all_donors,CSF1,2,0.11245,0.45451,0.4377182342740038,False,True
Astro,all_donors,CHI3L2,12,0.23383,1.22602,0.7225730189174436,False,True
Astro,all_donors,WNT2B,3,-0.07925,0.34412,0.816165849778417,False,False
Astro,all_donors,OLFML3,2,0.03593,1.47246,,False,True
Astro,all_donors,NGF,1,0.11505,0.46452,,False,True
Astro,all_donors,CD160,3,-0.08059,-0.27883,,False,True
Astro,all_donors,NOTCH2NLA,1,0.62477,0.27487,0.6698071037527966,False,True
Astro,all_donors,NOTCH2NLC,1,-0.1323,0.05717,0.9596676230330844,False,False
Astro,all_donors,C1orf54,3,0.10838,-0.11583,0.8587286618205612,False,False
Astro,all_donors,ECM1,3,-0.09404,1.78865,,False,False
Astro,all_donors,ADAMTSL4,2,-0.07122,0.80839,0.5356112752697912,False,False
Astro,all_donors,CTSS,2,-0.46862,0.30577,0.8530626397294753,False,False
Astro,all_donors,CTSK,2,-0.09085,0.05118,0.9839533117194104,False,False
Astro,all_donors,C1orf56,2,0.16223,0.22769,0.8707207505642711,False,True
Astro,all_donors,TUFT1,1,-0.26663,-0.26405,,False,True
Astro,all_donors,S100A9,1,0.24009,2.63906,,False,True
Astro,all_donors,S100A8,1,0.32325,-0.72774,,False,False
Astro,all_donors,S100A4,3,0.29951,2.44134,,False,True
Astro,all_donors,S100A13,2,0.15062,0.21814,0.8063337592967763,False,True
Astro,all_donors,IL6R,3,0.16287,-0.22239,0.8133941864983972,False,False
Astro,all_donors,EFNA4,2,-0.0984,0.49165,,False,False
Astro,all_donors,EFNA1,2,-0.08607,0.49883,0.7822125438984271,False,False
Astro,all_donors,MUC1,2,0.05565,0.67494,0.5153480004262535,False,True
Astro,all_donors,THBS3,1,-0.00241,-0.01509,0.9899958270808284,False,True
Astro,all_donors,BGLAP,2,0.31251,1.68921,,False,True
Astro,all_donors,NAXE,2,-0.05306,0.37428,0.7918536705915252,False,False
Astro,all_donors,HAPLN2,1,-0.46233,0.94565,0.4268315176427786,False,False
Astro,all_donors,BCAN,2,-0.02449,-0.417,0.5049874366267868,False,True
Astro,all_donors,HDGF,1,-0.00172,0.27469,0.6958359289334557,False,False
Astro,all_donors,COPA,1,-0.19499,-0.15412,0.6711765205065459,False,True
Astro,all_donors,ADAMTS4,4,0.06558,0.64476,,False,True
Astro,all_donors,FCGR3A,1,0.0194,1.30752,0.7549543602661084,False,True
Astro,all_donors,OLFML2B,14,0.10314,-0.04833,,False,False
Astro,all_donors,CREG1,1,0.2964,0.49375,0.4730279284829464,False,True
Astro,all_donors,F5,2,0.25952,0.73224,0.5874428766110423,False,True
Astro,all_donors,TNN,2,-0.67157,-0.51265,,False,True
Astro,all_donors,TNR,3,0.22967,-0.03677,0.9826481105595156,False,False
Astro,all_donors,PAPPA2,1,-0.25151,0.66746,0.0817221227349393,True,False
Astro,all_donors,BRINP2,1,0.10432,-0.33325,0.7974236385706738,False,False
Astro,all_donors,ANGPTL1,1,0.01054,-0.22907,0.8536898977040497,False,False
Astro,all_donors,QSOX1,2,-0.29748,-0.26355,0.8032221395107267,False,True
Astro,all_donors,MR1,1,-0.21286,0.2427,0.7809004593331138,False,False
Astro,all_donors,LAMC1,1,0.18,0.3725,0.4168733225485977,False,True
Astro,all_donors,HMCN1,1,-0.22035,0.72691,,False,False
Astro,all_donors,BRINP3,3,0.00065,-0.62997,0.28549362117688,False,False
Astro,all_donors,CFH,2,-0.56334,1.80786,0.390547213752529,False,False
Astro,all_donors,CRB1,31,0.21959,0.0764,0.9082759821780236,False,True
Astro,all_donors,RNPEP,1,0.14961,0.09552,0.9121805196760724,False,True
Astro,all_donors,CHI3L1,2,-0.23489,1.12631,0.5877237122236736,False,False
Astro,all_donors,CHIT1,1,-0.12401,0.77764,,False,False
Astro,all_donors,FMOD,2,0.09558,2.60094,,False,True
Astro,all_donors,PRELP,3,0.0985,0.24189,0.8308103036201012,False,True
Astro,all_donors,REN,4,-0.41837,0.28689,,False,False
Astro,all_donors,CNTN2,2,-0.17249,0.49461,0.6646036480574861,False,False
Astro,all_donors,PM20D1,2,0.53283,-0.343,0.8683656811127171,False,False
Astro,all_donors,IL19,17,-0.21913,-0.16112,,False,True
Astro,all_donors,C4BPA,1,0.05681,1.75878,,False,True
Astro,all_donors,CD55,1,0.06811,0.30173,0.7066847180386444,False,True
Astro,all_donors,CR1L,1,0.0941,0.18959,,False,True
Astro,all_donors,LAMB3,3,0.07891,0.08266,,False,True
Astro,all_donors,NENF,1,0.38687,0.32751,0.7250428574042281,False,True
Astro,all_donors,VASH2,2,-0.24175,-0.432,,False,True
Astro,all_donors,USH2A,2,0.04583,-1.21247,0.0168189642329121,True,False
Astro,all_donors,TGFB2,3,0.18002,0.09682,0.8726915676203372,False,True
Astro,all_donors,SUSD4,1,-0.12719,-0.57361,0.4768093112440079,False,True
Astro,all_donors,LEFTY1,2,-0.03097,0.32047,0.8561150861851133,False,False
Astro,all_donors,WNT9A,2,0.28561,0.88373,,False,True
Astro,all_donors,GALNT2,1,0.02023,-0.28116,0.5259284925896791,False,False
Astro,all_donors,AGT,1,-0.07328,0.00857,0.9943398500814364,False,False
Astro,all_donors,NID1,2,-0.33923,-0.40984,0.673356456359345,False,True
Astro,all_donors,GREM2,1,-0.20869,0.02008,,False,False
Astro,all_donors,NLRP3,2,-0.19726,0.52325,,False,False
Astro,all_donors,ALKAL2,1,0.35175,-0.42631,,False,False
Astro,all_donors,PXDN,1,-0.22571,-0.84185,0.7379448242455213,False,True
Astro,all_donors,COLEC11,5,-0.29402,1.60597,,False,False
Astro,all_donors,GDF7,1,-0.47461,-1.20434,,False,True
Astro,all_donors,APOB,1,-0.00458,1.34997,,False,False
Astro,all_donors,POMC,1,-0.10907,-0.9266,,False,True
Astro,all_donors,EMILIN1,1,-0.08823,0.82868,0.4137308170959418,False,False
Astro,all_donors,CGREF1,2,-0.00791,0.3395,0.8240499659650264,False,False
Astro,all_donors,UCN,2,0.49213,0.51919,0.6394155979687773,False,True
Astro,all_donors,FNDC4,1,0.08362,0.47974,0.7356363356080049,False,True
Astro,all_donors,LTBP1,27,-0.09326,-0.15522,0.8634660908835542,False,True
Astro,all_donors,CRIM1,2,0.04132,-0.02168,0.9826481105595156,False,False
Astro,all_donors,VIT,1,0.11204,-0.03502,0.992208632601106,False,False
Astro,all_donors,QPCT,2,-0.13571,0.17895,,False,False
Astro,all_donors,PKDCC,2,0.05249,-0.30302,0.7946817973672803,False,False
Astro,all_donors,EFEMP1,1,0.33477,0.65701,0.4843933288488701,False,True
Astro,all_donors,TGFA,2,-0.48175,0.00621,0.9977566765189652,False,False
Astro,all_donors,PRADC1,1,-0.14853,0.12396,0.9184352778173632,False,False
Astro,all_donors,LOXL3,1,-0.01848,0.10063,0.8819887630527389,False,False
Astro,all_donors,GNLY,1,-0.46613,2.24295,,False,False
Astro,all_donors,CD8A,2,0.23983,-0.07067,,False,False
Astro,all_donors,THNSL2,2,0.41493,0.35906,0.7872643998390298,False,True
Astro,all_donors,MGAT4A,11,0.02477,-0.04412,0.958307623205143,False,False
Astro,all_donors,CREG2,2,-0.15614,0.27976,0.874973737067056,False,False
Astro,all_donors,IL1R1,9,0.36551,0.52742,0.7066847180386444,False,True
Astro,all_donors,ECRG4,1,0.48336,1.35437,0.5187917511852285,False,True
Astro,all_donors,FBLN7,2,-0.30536,-0.0773,,False,True
Astro,all_donors,IL1A,2,0.22213,-2.10884,,False,False
Astro,all_donors,C1QL2,1,-0.39558,0.04749,0.9859721585606224,False,False
Astro,all_donors,INHBB,1,0.07261,0.31923,0.7143190267885601,False,True
Astro,all_donors,PROC,1,0.00542,0.29232,,False,True
Astro,all_donors,MGAT5,36,-0.02889,-0.19759,0.7066847180386444,False,True
Astro,all_donors,NXPH2,3,-0.36388,-0.06359,,False,True
Astro,all_donors,LYPD6,3,-0.15285,-0.65603,0.0310629549903948,True,True
Astro,all_donors,NMI,1,-0.05662,-0.14652,0.9184632371016972,False,True
Astro,all_donors,TNFAIP6,2,0.23652,-1.05532,0.5079893326622972,False,False
Astro,all_donors,PLA2R1,3,-0.14651,-0.23234,0.9191752552290622,False,True
Astro,all_donors,FAP,3,0.27369,2.62821,4.536097525119569e-05,True,True
Astro,all_donors,FRZB,2,-0.38934,0.32801,0.8495063235032456,False,False
Astro,all_donors,TFPI,3,-0.20034,1.8643,0.1149633386827638,False,False
Astro,all_donors,COL3A1,1,0.18663,-0.19069,0.9664798074560356,False,False
Astro,all_donors,COL5A2,1,0.07507,-0.01561,0.9870342019357808,False,False
Astro,all_donors,MSTN,4,0.29183,-0.74856,0.4055715907035597,False,False
Astro,all_donors,TMEFF2,3,-0.14428,-0.36751,0.7993823828058372,False,True
Astro,all_donors,NRP2,2,0.09517,0.37637,0.8085622297301501,False,True
Astro,all_donors,ADAM23,1,0.2215,0.08506,0.9181158611086122,False,True
Astro,all_donors,VWC2L,1,-0.17684,0.03143,0.9826481105595156,False,False
Astro,all_donors,FN1,1,-0.37705,-1.51092,0.0712549622552988,True,True
Astro,all_donors,IGFBP2,4,-0.74997,-0.09967,0.9665290108658796,False,True
Astro,all_donors,IGFBP5,2,0.10425,1.58079,0.017562458325168,True,True
Astro,all_donors,ABCB6,1,0.03375,0.23227,0.8359183281395856,False,True
Astro,all_donors,GLB1L,2,0.14906,0.38749,0.7946817973672803,False,True
Astro,all_donors,INHA,1,0.00602,0.04337,0.9817301070923404,False,True
Astro,all_donors,SCG2,2,0.68381,1.01481,0.4537659007157378,False,True
Astro,all_donors,SERPINE2,3,0.14211,-0.32249,0.3086545763311567,False,False
Astro,all_donors,COL4A4,1,-0.27643,0.9904,,False,False
Astro,all_donors,COL4A3,1,-0.27643,0.65626,0.5656186159970356,False,False
Astro,all_donors,NPPC,1,-0.05761,1.41664,,False,False
Astro,all_donors,SNORC,2,-0.12856,-0.2922,0.8112339653395315,False,True
Astro,all_donors,COL6A3,6,0.07544,0.00598,0.9977566765189652,False,True
Astro,all_donors,OTOS,2,0.02765,2.27294,0.0639029492505429,True,True
Astro,all_donors,GPC1,6,-0.05919,-0.1331,0.871499516671907,False,True
Astro,all_donors,SNED1,12,0.08938,0.51201,0.4374375891842221,False,True
Astro,all_donors,CHL1,31,-0.0343,-0.38206,0.1263419143847716,False,True
Astro,all_donors,CNTN4,69,-0.39694,-1.02371,0.193816953789722,False,True
Astro,all_donors,IL17RE,2,0.315,0.97765,0.3819634236034862,False,True
Astro,all_donors,GHRL,4,-0.38285,-0.29091,,False,True
Astro,all_donors,TIMP4,1,-0.09392,0.24985,,False,False
Astro,all_donors,FBLN2,6,-0.4107,0.40242,0.8378862355093042,False,False
Astro,all_donors,WNT7A,1,0.03094,-0.33624,0.8133941864983972,False,False
Astro,all_donors,COLQ,7,0.45217,0.0336,0.9697298703540896,False,True
Astro,all_donors,BTD,8,0.07093,0.16962,0.7144570533413543,False,True
Astro,all_donors,TGFBR2,2,0.48431,0.20306,0.94193020658272,False,True
Astro,all_donors,CRTAP,1,0.18574,0.47081,0.1537889720646322,False,True
Astro,all_donors,PDCD6IP,1,0.03543,0.02272,0.961917236786802,False,True
Astro,all_donors,CCK,4,0.32547,1.01537,0.6587865891075945,False,True
Astro,all_donors,GASK1A,2,0.08752,-0.39726,0.5633855584583471,False,False
Astro,all_donors,CDCP1,2,0.03271,0.24761,,False,True
Astro,all_donors,LTF,2,-0.31153,0.28342,,False,False
Astro,all_donors,CSPG5,1,-0.17393,-0.92001,0.322338261138547,False,True
Astro,all_donors,SPINK8,1,0.01792,0.17933,,False,True
Astro,all_donors,PLXNB1,4,0.03156,0.30139,0.6108331625599407,False,True
Astro,all_donors,COL7A1,3,-0.27763,0.8861,0.4588879274953572,False,False
Astro,all_donors,LAMB2,1,0.09289,0.50424,0.4689284715882267,False,True
Astro,all_donors,DAG1,1,0.05463,-0.15422,0.7693870171843106,False,False
Astro,all_donors,MST1,1,0.01338,0.36156,0.6646036480574861,False,True
Astro,all_donors,SEMA3F,3,0.06626,-0.20561,,False,False
Astro,all_donors,SEMA3B,3,-0.11807,0.68679,0.2209411139774212,False,False
Astro,all_donors,HYAL1,2,0.08848,0.56871,,False,True
Astro,all_donors,MANF,1,0.00502,0.19498,0.8817363432816264,False,True
Astro,all_donors,ITIH4,1,0.02696,-0.14779,0.911214556075323,False,False
Astro,all_donors,MUSTN1,2,0.27287,0.82077,,False,True
Astro,all_donors,IL17RB,2,0.07087,0.13019,0.8809137638546564,False,True
Astro,all_donors,WNT5A,6,0.05469,0.37437,0.7100112528292983,False,True
Astro,all_donors,ADAMTS9,2,0.11165,-0.48379,0.5988599625656088,False,False
Astro,all_donors,TAFA1,53,-0.36379,-1.0304,0.0817221227349393,True,True
Astro,all_donors,TAFA4,1,-0.21862,-0.24606,,False,True
Astro,all_donors,PROK2,1,0.20246,0.50187,,False,True
Astro,all_donors,EPHA3,1,-0.12684,0.71929,0.6761263044981252,False,False
Astro,all_donors,PROS1,2,-0.05086,-0.48524,0.4622955899601602,False,True
Astro,all_donors,COL8A1,1,0.18181,1.53375,0.0580315466784519,True,True
Astro,all_donors,ABI3BP,1,0.66663,0.38535,0.7951202307300347,False,True
Astro,all_donors,NXPE3,4,0.0456,0.00024,0.9999120355877152,False,True
Astro,all_donors,ZPLD1,26,0.12097,0.41143,,False,True
Astro,all_donors,ALCAM,33,-0.01463,-0.32592,0.6098197118979657,False,True
Astro,all_donors,BTLA,1,0.05374,0.73658,,False,True
Astro,all_donors,CCDC80,2,-0.04545,-0.82288,0.315784809088482,False,True
Astro,all_donors,CD200R1,2,0.25112,0.4079,0.6975842697763196,False,True
Astro,all_donors,B4GALT4,3,0.00116,0.0638,0.9429367051140972,False,True
Astro,all_donors,PLA1A,2,0.04426,0.31579,,False,True
Astro,all_donors,FSTL1,1,0.00745,-0.17385,0.7607878042913436,False,False
Astro,all_donors,MUC13,1,-0.14152,-0.50084,,False,True
Astro,all_donors,HEG1,1,0.07258,0.22981,0.7936778730089381,False,True
Astro,all_donors,COL6A6,1,-0.21968,-0.58283,0.6094267187348047,False,True
Astro,all_donors,TF,4,0.0664,-0.03105,0.9764276892575692,False,False
Astro,all_donors,PCOLCE2,1,0.03354,-1.43523,,False,False
Astro,all_donors,DIPK2A,1,0.10591,0.03902,0.9789888676906592,False,True
Astro,all_donors,CPB1,5,0.40478,-0.59268,,False,False
Astro,all_donors,CP,2,0.63278,2.20319,0.2256074226684734,False,True
Astro,all_donors,IGSF10,2,0.23976,0.27514,0.7554388905940873,False,True
Astro,all_donors,C3orf33,1,-0.12426,-0.06573,0.9203337439560983,False,True
Astro,all_donors,PTX3,1,0.21687,1.03125,,False,True
Astro,all_donors,RARRES1,2,-0.21539,-0.01215,0.9943398500814364,False,True
Astro,all_donors,IL12A,2,-0.24299,-1.59524,0.1346278217564061,False,True
Astro,all_donors,BCHE,2,0.11554,-0.13507,0.9498665902066892,False,False
Astro,all_donors,SERPINI1,1,-0.10856,-0.39005,0.5356112752697912,False,True
Astro,all_donors,TNFSF10,1,0.03161,0.98278,,False,True
Astro,all_donors,THPO,3,-0.39098,0.94872,,False,False
Astro,all_donors,CHRD,3,-0.39098,-0.02683,0.9872049846161696,False,True
Astro,all_donors,ST6GAL1,29,0.03493,0.57562,0.6683769602665486,False,True
Astro,all_donors,MASP1,2,-0.29222,-0.32613,0.5799650128412868,False,True
Astro,all_donors,SST,1,0.01895,-1.16344,0.5854348883800716,False,False
Astro,all_donors,IL1RAP,12,0.11843,0.13428,0.9491376445916708,False,True
Astro,all_donors,UTS2B,7,0.08132,0.65294,,False,True
Astro,all_donors,APOD,3,-0.20279,1.83085,0.0635662658835835,True,False
Astro,all_donors,MUC20,3,-0.21604,0.17492,0.8647994873839624,False,False
Astro,all_donors,TFRC,1,0.06048,0.09385,0.9700960032124916,False,True
Astro,all_donors,FBXO45,1,-0.09746,0.17627,0.8470851650391363,False,False
Astro,all_donors,SPON2,11,0.07183,0.50472,0.6735323409224533,False,True
Astro,all_donors,FGFR3,2,-0.02132,-0.1964,0.768734033847461,False,True
Astro,all_donors,C4orf48,1,0.04653,0.7238,0.4681394080410128,False,True
Astro,all_donors,HGFAC,3,-0.09092,-0.25984,,False,True
Astro,all_donors,CYTL1,2,-0.16168,-0.1381,,False,True
Astro,all_donors,MAN2B2,1,0.03508,0.54112,0.3535278739883264,False,True
Astro,all_donors,C1QTNF7,20,-0.04064,-0.587,0.4268315176427786,False,True
Astro,all_donors,SLIT2,2,-0.28614,-1.03181,0.1417400444392951,False,True
Astro,all_donors,SOD3,1,-0.08953,0.46565,0.7068785527008337,False,False
Astro,all_donors,LGI2,2,0.1926,-1.02686,,False,False
Astro,all_donors,SMIM20,1,-0.07255,-0.28457,0.6515316700555097,False,True
Astro,all_donors,CORIN,10,-0.25519,-0.05266,0.9745088042967568,False,True
Astro,all_donors,ERVMER34-1,1,-0.4346,-1.12297,,False,True
Astro,all_donors,KDR,2,0.162,-0.5894,,False,False
Astro,all_donors,NMU,1,-0.51819,-1.58017,,False,True
Astro,all_donors,IGFBP7,1,0.06485,0.61868,0.4374375891842221,False,True
Astro,all_donors,TMPRSS11D,1,0.22475,0.15328,0.9311590965063786,False,True
Astro,all_donors,GC,2,-0.23777,-0.64504,,False,True
Astro,all_donors,ADAMTS3,1,-0.04168,-0.25447,0.7993823828058372,False,True
Astro,all_donors,ALB,1,0.11281,-0.25918,,False,False
Astro,all_donors,CXCL5,1,0.12682,0.14316,,False,True
Astro,all_donors,CXCL3,2,0.03697,1.36869,0.4377182342740038,False,True
Astro,all_donors,CXCL2,2,0.08315,2.22434,0.020172284031629,True,True
Astro,all_donors,BTC,1,0.36614,1.17295,,False,True
Astro,all_donors,ANTXR2,1,0.12088,0.66895,0.0727965209169135,True,True
Astro,all_donors,FGF5,1,-0.3644,-1.11771,,False,True
Astro,all_donors,HPSE,2,-0.34245,0.29449,,False,False
Astro,all_donors,SPARCL1,3,-0.2462,-0.12095,0.816165849778417,False,True
Astro,all_donors,SPP1,4,0.19123,0.03519,0.9941012949119384,False,True
Astro,all_donors,PKD2,8,0.12969,0.07681,0.8715519770621217,False,True
Astro,all_donors,SNCA,1,0.6062,0.37793,0.711788485939219,False,True
Astro,all_donors,MMRN1,5,-0.19804,-0.80081,,False,True
Astro,all_donors,NPNT,1,0.08261,0.48688,0.6855773195659879,False,True
Astro,all_donors,AIMP1,1,0.05039,0.07489,0.9229318392652788,False,True
Astro,all_donors,DKK2,21,-0.21877,-0.06478,0.97494610149279,False,True
Astro,all_donors,COL25A1,30,-0.05964,0.17257,0.8990645289648665,False,False
Astro,all_donors,PLA2G12A,1,-0.06094,0.29897,0.3895822084572677,False,False
Astro,all_donors,CFI,3,0.62001,1.81234,0.3819634236034862,False,True
Astro,all_donors,ARSJ,1,-0.10153,-0.48839,0.2664767285358809,False,True
Astro,all_donors,PRSS12,1,-0.14145,-0.01477,,False,True
Astro,all_donors,NDNF,2,0.30917,0.10121,,False,True
Astro,all_donors,FGF2,1,-0.29366,-0.35223,0.6006027483322866,False,True
Astro,all_donors,ABHD18,1,0.11964,0.09595,0.8549536292077818,False,True
Astro,all_donors,PGRMC2,2,0.05636,-0.12848,0.8240499659650264,False,False
Astro,all_donors,IL15,9,0.15329,0.86509,0.28549362117688,False,True
Astro,all_donors,FREM3,1,-0.67926,-0.65902,,False,True
Astro,all_donors,HHIP,2,-0.31476,0.1881,0.8536898977040497,False,False
Astro,all_donors,PRSS48,1,0.05157,1.04764,,False,True
Astro,all_donors,SFRP2,3,0.21081,-0.02501,0.9935292740770264,False,False
Astro,all_donors,PDGFC,2,0.09109,-0.23474,0.7412813558235247,False,False
Astro,all_donors,FSTL5,1,-0.14296,-0.69115,0.5156337031339784,False,True
Astro,all_donors,CPE,1,0.17732,0.02449,0.974566580953628,False,True
Astro,all_donors,TLL1,1,0.11065,-0.02286,0.9944469451433948,False,False
Astro,all_donors,SPOCK3,24,-0.33459,-0.14718,0.9093225370558834,False,True
Astro,all_donors,HMGB2,1,-0.01313,0.33229,0.7404463507414049,False,False
Astro,all_donors,SCRG1,1,-0.00255,0.26889,0.8230673991486719,False,False
Astro,all_donors,VEGFC,1,-0.05541,-0.54057,0.6313319465415158,False,True
Astro,all_donors,SNX25,3,0.28936,0.26118,0.5744372781136358,False,True
Astro,all_donors,KLKB1,1,-0.10296,0.10221,0.9378326378081088,False,False
Astro,all_donors,EXOC3-AS1,2,-0.18124,0.17798,0.9382637485700968,False,False
Astro,all_donors,ADAMTS16,2,0.02195,-0.09416,0.9483945218201126,False,False
Astro,all_donors,NSUN2,1,0.04971,-0.29752,0.5360608173476925,False,False
Astro,all_donors,PDZD2,1,-0.10735,-0.15098,0.9300521005275912,False,True
Astro,all_donors,ADAMTS12,2,0.02722,0.52383,0.8831341672644708,False,True
Astro,all_donors,C1QTNF3,2,-0.22166,-0.1366,0.8779334769830686,False,True
Astro,all_donors,PRLR,28,0.2572,0.46101,0.8707207505642711,False,True
Astro,all_donors,IL7R,2,-0.24125,-0.04933,,False,True
Astro,all_donors,EGFLAM,25,-0.21748,-0.51171,,False,True
Astro,all_donors,LIFR,11,-0.02919,-0.10704,0.8438534831682972,False,True
Astro,all_donors,C6,2,0.56189,0.98708,,False,True
Astro,all_donors,GHR,16,0.13515,0.11564,0.9357500182313728,False,True
Astro,all_donors,SELENOP,5,0.24753,0.1296,0.905612931051024,False,True
Astro,all_donors,CCL28,3,0.68092,1.39211,,False,True
Astro,all_donors,FGF10,1,-0.20151,0.01467,,False,False
Astro,all_donors,IL6ST,5,-0.00931,-0.18416,0.7593436923729011,False,True
