celltype,arm,gene,n_peaks,lfc_atac,lfc_rna,padj_rna,rna_hit,concord
OPC,all_donors,PAMR1,12,0.01762,-0.10612,0.98495466623347,False,False
OPC,all_donors,FJX1,2,-0.02815,0.21366,0.982822977659108,False,False
OPC,all_donors,EXT2,2,0.23083,0.00721,0.9973477392005758,False,True
OPC,all_donors,MDK,1,0.22105,1.18392,0.5046313181310107,False,True
OPC,all_donors,C1QTNF4,3,-0.19867,-0.28439,0.982822977659108,False,True
OPC,all_donors,PTPRJ,1,0.30337,0.02228,0.9958380101955552,False,True
OPC,all_donors,SERPING1,1,0.09108,0.67231,0.8325624388227194,False,True
OPC,all_donors,VWCE,6,-0.34872,0.17186,0.9877920929686972,False,False
OPC,all_donors,FLRT1,2,-0.29069,-0.42123,0.9067427924021948,False,True
OPC,all_donors,VEGFB,2,0.05258,0.54482,0.8114797366480652,False,True
OPC,all_donors,LTBP3,4,0.15063,0.15776,0.961444011039232,False,True
OPC,all_donors,EFEMP2,1,-0.24022,0.20265,0.9821074197263888,False,False
OPC,all_donors,DEFB131B,1,0.09401,0.73403,,False,True
OPC,all_donors,IL18BP,2,0.0445,-0.25435,,False,False
OPC,all_donors,PRSS23,1,-0.12545,0.39689,0.7694958777135882,False,False
OPC,all_donors,ENDOD1,1,0.2679,0.39155,0.660364346878727,False,True
OPC,all_donors,ANGPTL5,1,0.13497,-0.60861,,False,False
OPC,all_donors,PDGFD,1,-0.67157,0.53977,0.9397473715413,False,False
OPC,all_donors,CASP4,3,-0.00707,-0.98452,,False,True
OPC,all_donors,CRYAB,5,0.21784,0.23135,0.9863970854388464,False,True
OPC,all_donors,IL18,1,-0.27334,0.29246,0.98495466623347,False,False
OPC,all_donors,NCAM1,1,0.13959,-0.03557,0.9877920929686972,False,False
OPC,all_donors,TMEM25,1,-0.26273,0.19582,0.982822977659108,False,False
OPC,all_donors,NECTIN1,2,0.18138,-0.25132,0.943759932883358,False,False
OPC,all_donors,OAF,1,0.21222,0.13519,0.9912894282854396,False,True
OPC,all_donors,TECTA,3,-0.11403,-0.26659,0.9452698562479264,False,True
OPC,all_donors,SORL1,45,0.0416,0.09454,0.98418051111454,False,True
OPC,all_donors,ST3GAL4,15,-0.06677,0.18122,0.982822977659108,False,False
OPC,all_donors,KIRREL3,1,-0.10405,-0.18074,0.982822977659108,False,True
OPC,all_donors,ADAMTS8,2,-0.22022,0.55665,0.9487572997727816,False,False
OPC,all_donors,JAM3,1,0.21407,-0.04857,0.9877920929686972,False,False
OPC,all_donors,GLB1L2,1,-0.30857,-0.29351,0.9774324359047186,False,True
OPC,all_donors,B3GAT1,9,-0.00919,0.14363,0.9571619666687806,False,False
OPC,all_donors,WNT5B,17,0.11011,-0.08813,0.990454314081586,False,False
OPC,all_donors,TULP3,1,0.13716,0.55388,0.5275933496744157,False,True
OPC,all_donors,NTF3,21,-0.24463,0.00735,,False,False
OPC,all_donors,VWF,2,-0.47685,0.11655,0.993012961945252,False,False
OPC,all_donors,CD9,11,-0.11416,0.51184,0.8675803621252881,False,False
OPC,all_donors,TNFRSF1A,2,-0.02831,0.95769,0.1740159346871541,False,False
OPC,all_donors,ACRBP,1,0.25728,0.97601,,False,True
OPC,all_donors,C1S,15,-0.04674,0.16421,0.9688594562119092,False,False
OPC,all_donors,C1R,2,-0.29981,0.44692,0.9654697958263334,False,False
OPC,all_donors,C1RL,1,0.34942,0.61632,0.9100251162804665,False,True
OPC,all_donors,CD163L1,1,-0.09617,-0.19545,,False,True
OPC,all_donors,CD163,1,-0.32126,2.50687,,False,False
OPC,all_donors,A2ML1,6,0.24762,-0.30101,0.982822977659108,False,False
OPC,all_donors,A2M,3,-0.11192,0.36221,0.9465212441792064,False,False
OPC,all_donors,OLR1,3,-0.05312,0.96089,0.961444011039232,False,False
OPC,all_donors,PRR4,1,0.08277,-0.3142,,False,False
OPC,all_donors,PRH2,1,-0.28695,0.25023,,False,False
OPC,all_donors,PRB1,2,-0.08896,0.19302,,False,False
OPC,all_donors,PRB2,1,-0.28749,-1.4317,,False,True
OPC,all_donors,ART4,2,0.00589,-0.91902,,False,False
OPC,all_donors,MGP,4,0.31085,1.63138,,False,True
OPC,all_donors,SPX,2,-0.29651,1.42448,0.7771667682936796,False,False
OPC,all_donors,OVCH1,1,-0.37662,-1.30947,0.7432056160838372,False,True
OPC,all_donors,ADAMTS20,2,-0.72928,-2.56843,0.1032532890710554,False,True
OPC,all_donors,NELL2,3,-0.40354,-0.53814,0.705624175466279,False,True
OPC,all_donors,NPFF,1,0.14241,0.04417,,False,True
OPC,all_donors,CD63,1,0.03372,0.7188,0.749170733419246,False,True
OPC,all_donors,GDF11,2,0.00335,-0.0491,0.9946244983853348,False,False
OPC,all_donors,MMP19,1,-0.67228,0.00543,0.9992469611201772,False,False
OPC,all_donors,PMEL,1,-0.08118,-0.26947,,False,True
OPC,all_donors,ERBB3,3,0.12584,0.08522,0.9863970854388464,False,True
OPC,all_donors,WIF1,1,-0.1154,-0.99295,0.8675803621252881,False,True
OPC,all_donors,PTPRR,20,-0.12417,-1.21201,0.2172744890613315,False,True
OPC,all_donors,GLIPR1L1,5,-0.23467,0.13774,0.982822977659108,False,False
OPC,all_donors,OTOGL,15,-0.07335,-0.31314,0.8675803621252881,False,True
OPC,all_donors,NTS,2,-0.48841,1.06359,,False,False
OPC,all_donors,KITLG,1,0.06207,-0.67857,0.5680965993781127,False,False
OPC,all_donors,DCN,2,-0.08538,1.69663,0.455998980220322,False,False
OPC,all_donors,NTN4,1,0.15169,0.31919,0.8684717881123478,False,True
OPC,all_donors,IGF1,2,0.21693,-0.71812,0.9124467768147336,False,False
OPC,all_donors,TMEM119,3,-0.10933,0.46536,,False,False
OPC,all_donors,TCTN1,1,0.20613,-0.12896,0.9691938722474084,False,False
OPC,all_donors,OAS1,1,0.18069,0.66304,0.8684717881123478,False,True
OPC,all_donors,GLT1D1,3,-0.02267,0.18037,0.9119242969821182,False,False
OPC,all_donors,MMP17,5,0.14098,0.07421,0.9877920929686972,False,True
OPC,all_donors,IL17D,1,0.01657,0.10099,0.98418051111454,False,True
OPC,all_donors,FGF9,1,-0.44108,-0.10487,0.9912894282854396,False,True
OPC,all_donors,FLT1,35,-0.01381,-1.53318,0.705624175466279,False,True
OPC,all_donors,HMGB1,21,0.11033,0.01585,0.9956507156239238,False,True
OPC,all_donors,KL,2,-0.52403,0.42969,,False,False
OPC,all_donors,NHLRC3,1,0.16106,0.08974,0.982822977659108,False,True
OPC,all_donors,ENOX1,2,-0.02782,-0.27564,0.8821299531106955,False,True
OPC,all_donors,ITM2B,3,0.10648,0.35743,0.8691691484087769,False,True
OPC,all_donors,SERPINE3,3,-0.34665,-0.34858,0.982822977659108,False,True
OPC,all_donors,THSD1,4,0.19978,0.24835,0.9566001970785404,False,True
OPC,all_donors,CNMD,2,0.08398,-0.08842,0.9877920929686972,False,False
OPC,all_donors,PIBF1,1,-0.13563,0.1476,0.9431919147748616,False,False
OPC,all_donors,CLN5,1,0.15187,0.2524,0.8917739076060818,False,True
OPC,all_donors,SLITRK1,3,-0.07219,-0.25828,0.9100251162804665,False,True
OPC,all_donors,GPC5,35,-0.48157,-0.43089,0.9668347055013504,False,True
OPC,all_donors,GPC6,89,0.12451,-0.19059,0.9735885885534497,False,False
OPC,all_donors,ITGBL1,4,-0.31673,0.64779,0.7596835353147456,False,False
OPC,all_donors,TNFSF13B,3,0.07144,0.47975,0.705624175466279,False,True
OPC,all_donors,COL4A1,1,0.85617,1.27644,0.530196192794723,False,True
OPC,all_donors,COL4A2,1,0.85617,1.61981,0.033197874313068,True,True
OPC,all_donors,F10,3,-0.36904,0.98095,,False,False
OPC,all_donors,GAS6,2,0.18545,-0.32253,0.971390856102982,False,False
OPC,all_donors,RNASE4,2,0.04072,0.53509,,False,True
OPC,all_donors,RNASE1,3,0.01873,1.09037,0.8844311057111193,False,True
OPC,all_donors,C14orf93,1,-0.06641,-0.16178,0.9774324359047186,False,True
OPC,all_donors,DHRS4L2,9,-0.37846,0.14371,0.982822977659108,False,False
OPC,all_donors,COCH,1,0.08961,0.66393,,False,True
OPC,all_donors,FAM177A1,2,0.01735,0.18127,0.9479210691622438,False,True
OPC,all_donors,TMX1,1,0.41516,0.10868,0.9798261454517028,False,True
OPC,all_donors,NID2,1,-0.12256,-1.76774,0.0766078957199585,True,True
OPC,all_donors,TXNDC16,1,0.11356,-0.2774,0.8821299531106955,False,False
OPC,all_donors,ERO1A,1,0.10242,-0.0714,0.9831233146376892,False,False
OPC,all_donors,BMP4,2,-0.44104,-0.34714,,False,True
OPC,all_donors,LGALS3,1,0.28073,2.03476,0.3681717365930461,False,True
OPC,all_donors,SMOC1,3,-4e-05,0.18164,0.9571619666687806,False,False
OPC,all_donors,PAPLN,5,-0.1672,-1.12022,,False,True
OPC,all_donors,ENTPD5,1,-0.03933,0.37279,0.9015655749210096,False,False
OPC,all_donors,NPC2,1,0.11835,0.86678,0.7289913980576255,False,True
OPC,all_donors,TGFB3,3,-0.04266,0.03837,0.9962929182465184,False,False
OPC,all_donors,VASH1,6,-0.14734,-0.46257,0.705624175466279,False,True
OPC,all_donors,FLRT2,4,0.16151,0.03045,0.9946674977591946,False,True
OPC,all_donors,FBLN5,2,-0.19808,0.28517,0.9668347055013504,False,False
OPC,all_donors,CHGA,2,0.01544,-0.30796,0.982822977659108,False,False
OPC,all_donors,SERPINA3,1,-0.03334,2.4528,0.705624175466279,False,False
OPC,all_donors,HHIPL1,2,-0.25273,-0.27266,0.9514273334179496,False,True
OPC,all_donors,WDR25,3,0.04329,-0.01187,0.9973477392005758,False,False
OPC,all_donors,SCG5,2,-0.23768,0.17506,0.9589380311569368,False,False
OPC,all_donors,GREM1,1,-0.02108,0.60664,0.9688880458433818,False,False
OPC,all_donors,THBS1,2,0.00834,-0.29103,,False,False
OPC,all_donors,B2M,2,0.13191,0.90295,0.3854005494740879,False,True
OPC,all_donors,SORD,6,-0.01528,-0.26136,0.95215016282549,False,True
OPC,all_donors,FBN1,1,0.00117,-0.17262,0.9403556087204122,False,False
OPC,all_donors,FGF7,2,-0.47412,0.14925,0.9922539125278126,False,False
OPC,all_donors,GLDN,8,0.05343,1.00181,0.8861744032566862,False,True
OPC,all_donors,SCG3,1,0.25887,0.51329,0.86358302022799,False,True
OPC,all_donors,LIPC,6,0.45912,0.32899,,False,True
OPC,all_donors,ANXA2,1,0.01146,1.95424,0.3268038797485089,False,True
OPC,all_donors,PPIB,1,0.0988,0.36808,0.9117892043224504,False,True
OPC,all_donors,CILP,1,-0.04364,1.03895,,False,False
OPC,all_donors,C15orf61,1,0.20233,0.50663,0.86358302022799,False,True
OPC,all_donors,SPESP1,1,0.14009,-0.04285,0.9940244255384256,False,False
OPC,all_donors,THSD4,62,-0.26968,-0.8142,0.8619338263187096,False,True
OPC,all_donors,ADPGK,10,-0.0173,0.40969,0.7020057102422069,False,False
OPC,all_donors,LOXL1,3,0.19433,1.12294,,False,True
OPC,all_donors,ADAMTS7,1,0.25941,0.0499,0.995165788486464,False,True
OPC,all_donors,CEMIP,1,-0.07489,0.42948,0.8938718950235183,False,False
OPC,all_donors,IL16,24,-0.08068,-1.52258,,False,True
OPC,all_donors,ADAMTSL3,2,-0.2111,-1.30714,0.0816445552189949,True,True
OPC,all_donors,NMB,1,0.12914,1.06703,0.8821299531106955,False,True
OPC,all_donors,ACAN,1,-0.05266,0.00113,0.9994336837792148,False,False
OPC,all_donors,MFGE8,2,0.01385,-0.12493,0.990300689545588,False,False
OPC,all_donors,NGRN,1,-0.02645,0.26144,0.9571619666687806,False,False
OPC,all_donors,FURIN,5,0.24574,-0.0239,0.9974002012488424,False,False
OPC,all_donors,ST8SIA2,2,-0.59754,-0.6998,,False,True
OPC,all_donors,RGMA,5,0.1981,0.46006,0.7624802113087851,False,True
OPC,all_donors,ADAMTS17,1,0.02368,-0.02764,0.9946969189323596,False,False
OPC,all_donors,CHSY1,1,0.04409,-0.06649,0.9863970854388464,False,False
OPC,all_donors,PCSK6,45,0.0947,0.1964,0.9668347055013504,False,True
OPC,all_donors,WFIKKN1,1,0.06632,1.54514,,False,True
OPC,all_donors,METRN,2,0.03261,0.40591,0.8386711315469725,False,True
OPC,all_donors,GNPTG,1,0.28374,0.55143,0.6109717074059153,False,True
OPC,all_donors,GFER,2,-0.08542,0.26524,,False,False
OPC,all_donors,PKD1,2,-0.0781,0.05251,0.9912664891822336,False,False
OPC,all_donors,PRSS27,1,-0.05176,0.05561,,False,False
OPC,all_donors,MTRNR2L4,1,-1.01263,-0.60767,,False,True
OPC,all_donors,DNASE1,2,-0.36262,0.25446,0.8932563117716525,False,False
OPC,all_donors,VASN,5,-0.2219,-0.65982,,False,True
OPC,all_donors,C16orf89,1,0.69237,1.31317,,False,True
OPC,all_donors,XYLT1,1,-0.11262,-0.1062,0.9821201790440364,False,True
OPC,all_donors,CLEC19A,2,0.52967,-0.13118,,False,False
OPC,all_donors,OTOA,3,-0.07557,-0.01464,,False,True
OPC,all_donors,VWA3A,8,-0.73005,-0.25609,,False,True
OPC,all_donors,IL4R,12,-0.50166,0.1763,0.9922539125278126,False,False
OPC,all_donors,CTF1,2,-0.12012,-0.15544,,False,True
OPC,all_donors,PRSS53,1,0.39179,1.13867,,False,True
OPC,all_donors,ITFG1,1,0.15365,-0.14201,0.9506947121898752,False,False
OPC,all_donors,MMP2,13,-0.22791,-0.80313,0.7709157804199066,False,True
OPC,all_donors,RSPRY1,1,0.14699,-0.07401,0.982822977659108,False,False
OPC,all_donors,CX3CL1,1,-0.04173,-0.00964,0.998532428187127,False,True
OPC,all_donors,ADGRG1,11,0.22117,0.46613,0.678865805353701,False,True
OPC,all_donors,CKLF,2,-0.13801,0.45813,0.8385199124480828,False,False
OPC,all_donors,CES4A,4,0.18717,0.28286,0.957645352504143,False,True
OPC,all_donors,GFOD2,1,0.17145,0.01,0.998532428187127,False,True
OPC,all_donors,NRN1L,2,0.11742,1.36677,,False,True
OPC,all_donors,LCAT,3,0.11311,-0.16469,,False,False
OPC,all_donors,PLA2G15,3,-0.22297,-0.40949,0.9656349474941368,False,True
OPC,all_donors,ST3GAL2,11,-0.01787,-0.26292,0.9332785099633916,False,True
OPC,all_donors,IL34,14,-0.14681,0.42603,0.9668347055013504,False,False
OPC,all_donors,ADAMTS18,1,0.25179,-2.71765,0.1695515129738416,False,False
OPC,all_donors,MBTPS1,1,0.22626,0.07953,0.9731087697978252,False,True
OPC,all_donors,WFDC1,1,0.22869,0.41026,0.7676363080398282,False,True
OPC,all_donors,CRISPLD2,2,-0.00918,-0.02108,0.9973477392005758,False,True
OPC,all_donors,SERPINF2,4,-0.14674,-0.54538,,False,True
OPC,all_donors,SERPINF1,2,0.12074,1.26182,0.8938718950235183,False,True
OPC,all_donors,CYB5D2,1,0.16054,-0.08178,0.9868333685461788,False,False
OPC,all_donors,CXCL16,1,0.00014,0.19265,0.982822977659108,False,True
OPC,all_donors,C1QBP,1,0.16857,0.59504,0.8675803621252881,False,True
OPC,all_donors,ASGR1,1,-0.38965,-0.64026,0.9452698562479264,False,True
OPC,all_donors,TNFSF12,1,-0.04131,0.65243,0.7596835353147456,False,False
OPC,all_donors,TNFSF13,2,0.20412,0.7633,,False,True
OPC,all_donors,NTN1,2,-0.12773,0.04356,0.9946674977591946,False,False
OPC,all_donors,MTRNR2L1,2,0.76592,0.44963,0.9863970854388464,False,True
OPC,all_donors,LGALS9,3,-0.20428,0.25782,0.975842199658644,False,False
OPC,all_donors,VTN,2,-0.1593,-0.02285,,False,True
OPC,all_donors,SDF2,1,-0.41737,0.25686,0.9668347055013504,False,False
OPC,all_donors,DHRS13,1,-0.23541,0.71557,0.8625456819286104,False,False
OPC,all_donors,ABHD15,2,-0.02551,0.11247,,False,False
OPC,all_donors,TMEM98,1,0.40613,0.18504,0.9863970854388464,False,True
OPC,all_donors,MMP28,2,-0.47311,-0.23201,,False,True
OPC,all_donors,DHRS11,1,-0.10075,-0.14435,0.9877920929686972,False,True
OPC,all_donors,PLXDC1,2,-0.04055,-0.65258,0.8844311057111193,False,True
OPC,all_donors,IGFBP4,1,-0.0578,-0.56432,,False,True
OPC,all_donors,IFI35,1,-0.13773,0.48763,0.9691938722474084,False,False
OPC,all_donors,PYY,8,0.03726,-0.13828,,False,False
OPC,all_donors,GRN,3,-0.07853,0.29437,0.9691938722474084,False,False
OPC,all_donors,C1QL1,2,-0.04411,0.24628,0.9414007480171036,False,False
OPC,all_donors,MAPT,19,-0.08881,0.05233,0.9863970854388464,False,False
OPC,all_donors,WNT3,1,0.11226,0.64508,0.8938718950235183,False,True
OPC,all_donors,NXPH3,2,-0.17425,-0.74487,,False,True
OPC,all_donors,XYLT2,1,0.02593,-0.01959,0.9978584298112924,False,False
OPC,all_donors,CHAD,4,-0.15011,0.24739,0.9668347055013504,False,False
OPC,all_donors,SPATA20,1,0.03581,0.75917,0.8031794982694748,False,True
OPC,all_donors,CA10,3,0.35298,0.04967,0.9920453743775316,False,True
OPC,all_donors,C17orf67,1,-0.05856,-0.20049,0.9740661853879656,False,True
OPC,all_donors,SCPEP1,1,-0.24553,-0.04214,0.9912894282854396,False,True
OPC,all_donors,RNF43,3,-0.23065,0.56436,0.9420040864197532,False,False
OPC,all_donors,ACE,2,-0.19102,0.79814,,False,False
OPC,all_donors,FAM20A,13,-0.32856,0.1745,0.9899023761674208,False,False
OPC,all_donors,BTBD17,2,0.17618,0.94832,0.7278604257969344,False,True
OPC,all_donors,TIMP2,18,-0.01302,-0.0161,0.9962929182465184,False,True
OPC,all_donors,LGALS3BP,1,-0.07273,0.12312,0.988676595933298,False,False
OPC,all_donors,CANT1,5,-0.06522,0.90614,0.6913091777103828,False,False
OPC,all_donors,NPTX1,3,0.20367,-0.94975,0.8938718950235183,False,False
OPC,all_donors,P4HB,1,0.15107,0.13319,0.9824544322318568,False,True
OPC,all_donors,METRNL,1,0.06137,0.61919,0.8684717881123478,False,True
OPC,all_donors,CLUL1,5,0.16263,-0.16746,0.9920453743775316,False,False
OPC,all_donors,EMILIN2,3,0.93765,0.7502,0.8821299531106955,False,True
OPC,all_donors,LAMA1,25,-0.14637,-0.75925,0.7691927962822093,False,True
OPC,all_donors,TWSG1,1,-0.04624,0.14055,0.964468882117145,False,False
OPC,all_donors,LAMA3,29,-0.1467,0.34059,0.9801447104972468,False,False
OPC,all_donors,CHST9,8,-0.0237,0.04197,0.993012961945252,False,False
OPC,all_donors,TTR,8,0.36617,-2.83557,0.3681717365930461,False,False
OPC,all_donors,GALNT1,1,-0.48902,-0.21563,0.8549863165051483,False,True
OPC,all_donors,LIPG,4,0.2172,0.72742,0.9301833795889536,False,True
OPC,all_donors,C18orf54,1,0.17979,-0.07257,0.9912894282854396,False,False
OPC,all_donors,TCF4,89,0.09191,-0.16632,0.95215016282549,False,False
OPC,all_donors,CCBE1,36,-0.26605,-1.61062,0.3049915299033714,False,True
OPC,all_donors,CBLN2,17,0.14336,-0.22676,0.9769504046620408,False,False
OPC,all_donors,NETO1,2,0.17831,-0.09784,0.982822977659108,False,False
OPC,all_donors,CNDP1,1,0.37957,-0.84162,0.8250924226765189,False,False
OPC,all_donors,FGF22,1,-0.06983,0.99531,,False,False
OPC,all_donors,FSTL3,3,-0.13085,-0.14105,0.9911648806141224,False,True
OPC,all_donors,IZUMO4,1,0.17089,1.09756,,False,True
OPC,all_donors,AMH,1,0.09976,-0.14325,,False,False
OPC,all_donors,MYDGF,2,-0.03443,0.47604,0.9124467768147336,False,False
OPC,all_donors,HSD11B1L,1,0.19815,0.20604,0.982822977659108,False,True
OPC,all_donors,FUT6,2,-0.00547,-0.10323,,False,True
OPC,all_donors,C3,2,0.35882,0.57309,0.9691651800117266,False,True
OPC,all_donors,FBN3,2,-0.28195,0.01367,0.9978584298112924,False,False
OPC,all_donors,ANGPTL4,2,0.13449,0.46719,0.9691938722474084,False,True
OPC,all_donors,ADAMTS10,4,-0.40918,0.044,0.9940244255384256,False,False
OPC,all_donors,OLFM2,19,-0.05393,-0.12581,0.970817721048352,False,True
OPC,all_donors,COL5A3,2,-0.03616,0.181,0.9797387143713124,False,False
OPC,all_donors,EPOR,2,-0.08785,-0.50156,,False,True
OPC,all_donors,MAN2B1,2,-0.16781,0.3904,0.9406405014925728,False,False
OPC,all_donors,CALR,1,0.06069,0.00838,0.998532428187127,False,True
OPC,all_donors,PODNL1,2,0.09801,0.71328,,False,True
OPC,all_donors,SAMD1,1,0.22593,0.41743,0.9515095141987876,False,True
OPC,all_donors,ADGRE5,1,0.0224,1.01332,0.8147123654672245,False,True
OPC,all_donors,CPAMD8,2,0.27684,-0.66843,,False,False
OPC,all_donors,CRLF1,2,0.23548,-0.5377,,False,False
OPC,all_donors,NCAN,3,-0.48445,-0.70756,0.4398427137747852,False,True
OPC,all_donors,HAPLN4,1,-0.24783,0.55017,0.9515095141987876,False,False
OPC,all_donors,GPI,1,-0.05669,0.02192,0.9953289356055536,False,False
OPC,all_donors,SCGB2B2,13,-0.01802,0.06513,0.9863970854388464,False,False
OPC,all_donors,SCN1B,2,0.1412,0.56994,0.9452698562479264,False,True
OPC,all_donors,LGI4,1,0.01514,-0.69631,,False,False
OPC,all_donors,HAMP,3,-0.00183,-0.08912,0.9963776384270472,False,True
OPC,all_donors,HSPB6,1,0.14717,1.21528,,False,True
OPC,all_donors,CATSPERG,1,-0.04555,-0.35973,0.9452698562479264,False,True
OPC,all_donors,CCER2,1,0.27627,0.09998,0.9946674977591946,False,True
OPC,all_donors,FCGBP,6,0.29529,-0.232,,False,False
OPC,all_donors,LTBP4,7,-0.01752,-0.20258,0.9863970854388464,False,True
OPC,all_donors,TGFB1,2,-0.35778,0.22685,0.9863970854388464,False,False
OPC,all_donors,CXCL17,1,0.31231,0.07254,,False,True
OPC,all_donors,CEACAM1,1,-0.1974,-0.10716,0.9920453743775316,False,True
OPC,all_donors,PSG8,9,-0.48682,-0.21248,0.9877920929686972,False,True
OPC,all_donors,PINLYP,2,-0.06773,0.56037,0.8675803621252881,False,False
OPC,all_donors,PLAUR,2,0.03483,-0.53711,0.9596940414603538,False,False
OPC,all_donors,PVR,1,-0.35818,0.05823,0.9912894282854396,False,False
OPC,all_donors,APOE,3,-0.08286,0.15133,0.9877920929686972,False,False
OPC,all_donors,APOC1,2,0.09206,0.86176,0.8944160793522142,False,True
OPC,all_donors,APOC2,4,-0.14328,0.18299,0.988750092830326,False,False
OPC,all_donors,PGLYRP1,1,-0.13423,-1.1817,,False,True
OPC,all_donors,IGFL4,7,-0.00429,-0.61525,0.749170733419246,False,True
OPC,all_donors,FKRP,2,0.26034,0.00953,0.9980629726916592,False,True
OPC,all_donors,CA11,1,0.10681,-0.07244,0.9947067405987228,False,False
OPC,all_donors,NTN5,1,-0.05925,-0.0994,,False,True
OPC,all_donors,NUCB1,1,0.05225,0.28568,0.9571619666687806,False,True
OPC,all_donors,FLT3LG,2,0.16193,1.114,0.8288350000784421,False,True
OPC,all_donors,EMC10,2,-0.2385,0.43722,0.8114797366480652,False,False
OPC,all_donors,CLEC11A,2,0.15124,0.06387,0.9947067405987228,False,True
OPC,all_donors,KLK6,1,0.41838,-0.315,0.9863970854388464,False,False
OPC,all_donors,KLK7,2,-0.27088,-0.41347,,False,True
OPC,all_donors,IGLON5,2,-0.03634,0.13881,0.9868333685461788,False,False
OPC,all_donors,SSC5D,4,0.4244,0.43728,0.9735885885534497,False,True
OPC,all_donors,EDDM13,2,-0.21515,0.00178,0.9992469611201772,False,False
OPC,all_donors,A1BG,1,-0.30732,0.81754,0.9571619666687806,False,False
OPC,all_donors,RSPO4,2,-0.18397,0.94981,0.7997338762043479,False,False
OPC,all_donors,PDYN,2,-0.40175,0.83286,,False,False
OPC,all_donors,CPXM1,1,-0.42199,-0.79289,0.9414007480171036,False,True
OPC,all_donors,ATRN,1,0.10323,-0.01698,0.9958380101955552,False,False
OPC,all_donors,C20orf27,2,-0.03754,-0.30886,0.974218466816372,False,True
OPC,all_donors,CHGB,2,0.1715,0.36152,0.9769504046620408,False,True
OPC,all_donors,BMP2,3,-0.01902,-0.14927,0.982822977659108,False,True
OPC,all_donors,ISM1,1,-0.50344,0.08093,,False,False
OPC,all_donors,FLRT3,1,0.38233,-0.17223,0.982822977659108,False,False
OPC,all_donors,PCSK2,2,0.05065,-0.03184,0.9947067405987228,False,False
OPC,all_donors,CST3,2,0.09839,0.9011,0.705624175466279,False,True
OPC,all_donors,ENTPD6,1,0.0746,0.0758,0.9863970854388464,False,True
OPC,all_donors,ASIP,11,-0.15666,-0.17681,,False,True
OPC,all_donors,MMP24,1,0.4765,0.17422,0.9798261454517028,False,True
OPC,all_donors,SOGA1,2,0.36336,-0.30772,0.7709157804199066,False,False
OPC,all_donors,VSTM2L,2,-0.2237,-0.39618,0.9658659293615544,False,True
OPC,all_donors,EMILIN3,1,-0.09491,0.4332,0.95215016282549,False,False
OPC,all_donors,MATN4,3,0.28153,-0.43027,0.9571619666687806,False,False
OPC,all_donors,SDC4,1,0.18813,0.18925,0.9912894282854396,False,True
OPC,all_donors,WFDC2,2,-0.1707,0.38922,,False,False
OPC,all_donors,PLTP,1,-0.54439,0.25214,0.9863970854388464,False,False
OPC,all_donors,CD40,1,0.56419,0.4633,,False,True
OPC,all_donors,SULF2,1,-0.03336,0.07119,0.9869913305522994,False,False
OPC,all_donors,BMP7,1,0.04278,0.09816,0.9704261062490552,False,True
OPC,all_donors,GNAS,21,0.02248,0.27712,0.878588999890484,False,True
OPC,all_donors,LAMA5,1,-0.28474,0.03123,0.9973477392005758,False,False
OPC,all_donors,COL9A3,1,0.04454,-0.54243,0.3898272161470633,False,False
OPC,all_donors,COL20A1,3,0.02805,0.05923,0.9920799220201402,False,True
OPC,all_donors,TNFRSF6B,2,0.08538,1.45091,0.5543390137293063,False,True
OPC,all_donors,LIPI,1,0.28292,0.55898,0.9414007480171036,False,True
OPC,all_donors,CXADR,1,0.23159,-0.06772,0.9869913305522994,False,False
OPC,all_donors,APP,8,0.38198,0.22201,0.8320949464835444,False,True
OPC,all_donors,ADAMTS1,2,0.18598,-0.02614,0.9977729943991704,False,False
OPC,all_donors,ADAMTS5,1,-0.10329,0.01579,0.9973477392005758,False,False
OPC,all_donors,C21orf62,1,-0.62878,1.09444,0.5275933496744157,False,False
OPC,all_donors,IFNAR2,1,0.19512,0.04112,0.9877920929686972,False,True
